From;To;Distance (km)
GRUDZIADZ_1;KIELCE;371,17
GRUDZIADZ_1;KONIN;178,76
GRUDZIADZ_1;KOSZALIN;213,69
GRUDZIADZ_1;LEGNICA;377,68
GRUDZIADZ_1;LESZNO_1;297,59
GRUDZIADZ_1;LESZNO_2;299,95
GRUDZIADZ_1;LUBIN;359,97
GRUDZIADZ_1;LUBON;227,25
GRUDZIADZ_1;LODZ_1;225,89
GRUDZIADZ_1;LODZ_2;235,1
GRUDZIADZ_1;OBORNIKI_WLKP;180,02
GRUDZIADZ_1;PABIANICE;245,86
GRUDZIADZ_1;PILA_1;159,63
GRUDZIADZ_1;PILA_2;159,25
GRUDZIADZ_1;PIOTRKOW_TRYB;268,93
GRUDZIADZ_1;POZNAN_Z;223,84
GRUDZIADZ_1;POZNAN_B;227,29
GRUDZIADZ_1;POZNAN_D;202,62
GRUDZIADZ_1;POZNAN_GL;232,33
GRUDZIADZ_1;POZNAN_GR;220,85
GRUDZIADZ_1;POZNAN_H;230,59
GRUDZIADZ_1;POZNAN_MAL;225,98
GRUDZIADZ_1;POZNAN_MAR;232,74
GRUDZIADZ_1;POZNAN_PLA;222,05
GRUDZIADZ_1;POZNAN_PLE;234,26
GRUDZIADZ_1;POZNAN_PRO;232,22
GRUDZIADZ_1;POZNAN_R;226,78
GRUDZIADZ_1;POZNAN_T;237,18
GRUDZIADZ_1;RADOM;371,51
GRUDZIADZ_1;RZESZOW_1;559,2
GRUDZIADZ_1;RZESZOW_2;567,1
GRUDZIADZ_1;SIERADZ;249,88
GRUDZIADZ_1;SUCHY_LAS;199,41
GRUDZIADZ_1;SWARZEDZ;209,11
GRUDZIADZ_1;SRODA_WLKP;216,19
GRUDZIADZ_1;TORUN_1;68,24
GRUDZIADZ_1;TORUN_2;65,65
GRUDZIADZ_1;TORUN_3;58,79
GRUDZIADZ_1;TRZCIANKA;182,98
GRUDZIADZ_1;WARSZAWA_BL;255,57
GRUDZIADZ_1;WARSZAWA_J;296,88
GRUDZIADZ_1;WARSZAWA_TARCH;245,61
GRUDZIADZ_1;WROCLAW_1;359,62
GRUDZIADZ_1;WROCLAW_2;360,49
GRUDZIADZ_1;WROCLAW_3;347,55
GRUDZIADZ_1;WROCLAW_4;360,58
GRUDZIADZ_1;WROCLAW_5;358,53
GRUDZIADZ_1;ZLOTOW;143,44
GRUDZIADZ_1;CHRZANOW;443,39
GRUDZIADZ_1;KATOWICE;423,85
GRUDZIADZ_1;BIELSKO_BIALA;472,6
GRUDZIADZ_1;GDANSK_1;114,12
GRUDZIADZ_1;GDANSK_2;104,16
GRUDZIADZ_1;GDANSK_3;110,86
GRUDZIADZ_1;STARGARD_SZCZECINSKI;292,26
GRUDZIADZ_1;SZCZECIN_1;332,99
GRUDZIADZ_1;SZCZECIN_2;329,38
GRUDZIADZ_1;SZCZECIN_3;317,48
GRUDZIADZ_1;TCZEW;83,98
GRUDZIADZ_1;GRUDZIADZ_2;1,72
GRUDZIADZ_1;WARSZAWA_STAWKI;249,52
GRUDZIADZ_1;JOZEFOSLAW;305,52
GRUDZIADZ_1;GDANSK_4;104,87
GRUDZIADZ_1;GDANSK_5;114,23
GRUDZIADZ_1;OLSZTYN;139
GRUDZIADZ_1;ZIELONA_GORA_1;372,93
GRUDZIADZ_1;ZIELONA_GORA_2;373,6
GRUDZIADZ_1;SLUBICE;376,28
GRUDZIADZ_1;DREZDENKO;239,66
GRUDZIADZ_1;STRZELCE_KRAJENSKIE;254,56
GRUDZIADZ_1;GORZOW_1;277,27
GRUDZIADZ_1;GORZOW_2;281,28
GRUDZIADZ_1;PNIEWY;221,82
GRUDZIADZ_1;PLOCK_1;168,88
GRUDZIADZ_1;PLOCK_2;168,24
GRUDZIADZ_1;PLOCK_3;168,24
GRUDZIADZ_1;BRWINOW;270,77
GRUDZIADZ_1;WARSZAWA_TARG;253,45
GRUDZIADZ_1;WARSZAWA_UR;304,78
GRUDZIADZ_1;TARNOWO_PODGORNE;209,96
GRUDZIADZ_1;GNIEZNO;167,96
GRUDZIADZ_1;GRUDZIADZ_3;0,13
GRUDZIADZ_2;DC;223,51
GRUDZIADZ_2;BIALYSTOK_1;367,11
GRUDZIADZ_2;BIALYSTOK_2;363,99
GRUDZIADZ_2;BYDGOSZCZ_1;73,91
GRUDZIADZ_2;BYDGOSZCZ_2;67,44
GRUDZIADZ_2;BYDGOSZCZ_3;72,52
GRUDZIADZ_2;GLOGOW_1;342,98
GRUDZIADZ_2;GLOGOW_2;345,75
GRUDZIADZ_2;INOWROCLAW;105,57
GRUDZIADZ_2;JAROCIN;248
GRUDZIADZ_2;KALISZ_1;232,07
GRUDZIADZ_2;KIELCE;370,21
GRUDZIADZ_2;KONIN;177,8
GRUDZIADZ_2;KOSZALIN;214,84
GRUDZIADZ_2;LEGNICA;376,72
GRUDZIADZ_2;LESZNO_1;296,63
GRUDZIADZ_2;LESZNO_2;298,99
GRUDZIADZ_2;LUBIN;359,01
GRUDZIADZ_2;LUBON;226,29
GRUDZIADZ_2;LODZ_1;224,93
GRUDZIADZ_2;LODZ_2;234,14
GRUDZIADZ_2;OBORNIKI_WLKP;181,17
GRUDZIADZ_2;PABIANICE;244,9
GRUDZIADZ_2;PILA_1;160,78
GRUDZIADZ_2;PILA_2;160,4
GRUDZIADZ_2;PIOTRKOW_TRYB;267,97
GRUDZIADZ_2;POZNAN_Z;222,88
GRUDZIADZ_2;POZNAN_B;226,33
GRUDZIADZ_2;POZNAN_D;224,18
GRUDZIADZ_2;POZNAN_GL;231,37
GRUDZIADZ_2;POZNAN_GR;219,89
GRUDZIADZ_2;POZNAN_H;229,63
GRUDZIADZ_2;POZNAN_MAL;225,02
GRUDZIADZ_2;POZNAN_MAR;231,79
GRUDZIADZ_2;POZNAN_PLA;221,09
GRUDZIADZ_2;POZNAN_PLE;233,3
GRUDZIADZ_2;POZNAN_PRO;231,26
GRUDZIADZ_2;POZNAN_R;225,82
GRUDZIADZ_2;POZNAN_T;236,22
GRUDZIADZ_2;RADOM;370,55
GRUDZIADZ_2;RZESZOW_1;558,24
GRUDZIADZ_2;RZESZOW_2;566,15
GRUDZIADZ_2;SIERADZ;248,92
GRUDZIADZ_2;SUCHY_LAS;200,56
GRUDZIADZ_2;SWARZEDZ;208,15
GRUDZIADZ_2;SRODA_WLKP;215,23
GRUDZIADZ_2;TORUN_1;67,28
GRUDZIADZ_2;TORUN_2;64,7
GRUDZIADZ_2;TORUN_3;57,83
GRUDZIADZ_2;TRZCIANKA;184,13
GRUDZIADZ_2;WARSZAWA_BL;254,61
GRUDZIADZ_2;WARSZAWA_J;295,92
GRUDZIADZ_2;WARSZAWA_TARCH;244,65
GRUDZIADZ_2;WROCLAW_1;358,66
GRUDZIADZ_2;WROCLAW_2;359,53
GRUDZIADZ_2;WROCLAW_3;346,59
GRUDZIADZ_2;WROCLAW_4;359,63
GRUDZIADZ_2;WROCLAW_5;357,57
GRUDZIADZ_2;ZLOTOW;144,59
GRUDZIADZ_2;CHRZANOW;442,43
GRUDZIADZ_2;KATOWICE;422,89
GRUDZIADZ_2;BIELSKO_BIALA;471,64
GRUDZIADZ_2;GDANSK_1;115,27
GRUDZIADZ_2;GDANSK_2;105,31
GRUDZIADZ_2;GDANSK_3;112,01
GRUDZIADZ_2;STARGARD_SZCZECINSKI;293,41
GRUDZIADZ_2;SZCZECIN_1;334,14
GRUDZIADZ_2;SZCZECIN_2;330,53
GRUDZIADZ_2;SZCZECIN_3;318,63
GRUDZIADZ_2;TCZEW;85,13
GRUDZIADZ_2;GRUDZIADZ_1;1,83
GRUDZIADZ_2;WARSZAWA_STAWKI;248,56
GRUDZIADZ_2;JOZEFOSLAW;304,56
GRUDZIADZ_2;GDANSK_4;106,02
GRUDZIADZ_2;GDANSK_5;115,38
GRUDZIADZ_2;OLSZTYN;140,12
GRUDZIADZ_2;ZIELONA_GORA_1;371,97
GRUDZIADZ_2;ZIELONA_GORA_2;372,64
GRUDZIADZ_2;SLUBICE;377,43
GRUDZIADZ_2;DREZDENKO;240,81
GRUDZIADZ_2;STRZELCE_KRAJENSKIE;255,71
GRUDZIADZ_2;GORZOW_1;278,42
GRUDZIADZ_2;GORZOW_2;282,43
GRUDZIADZ_2;PNIEWY;222,97
GRUDZIADZ_2;PLOCK_1;167,92
GRUDZIADZ_2;PLOCK_2;167,28
GRUDZIADZ_2;PLOCK_3;167,28
GRUDZIADZ_2;BRWINOW;269,81
GRUDZIADZ_2;WARSZAWA_TARG;252,49
GRUDZIADZ_2;WARSZAWA_UR;303,82
GRUDZIADZ_2;TARNOWO_PODGORNE;211,11
GRUDZIADZ_2;GNIEZNO;167
GRUDZIADZ_2;GRUDZIADZ_3;1,68
WARSZAWA_STAWKI;DC;306,05
WARSZAWA_STAWKI;BIALYSTOK_1;196,9
WARSZAWA_STAWKI;BIALYSTOK_2;193,79
WARSZAWA_STAWKI;BYDGOSZCZ_1;282,31
WARSZAWA_STAWKI;BYDGOSZCZ_2;242,34
WARSZAWA_STAWKI;BYDGOSZCZ_3;248,16
WARSZAWA_STAWKI;GLOGOW_1;400,19
WARSZAWA_STAWKI;GLOGOW_2;402,96
WARSZAWA_STAWKI;INOWROCLAW;249,37
WARSZAWA_STAWKI;JAROCIN;283,02
WARSZAWA_STAWKI;KALISZ_1;235,42
WARSZAWA_STAWKI;KIELCE;182,14
WARSZAWA_STAWKI;KONIN;219,29
WARSZAWA_STAWKI;KOSZALIN;438,67
WARSZAWA_STAWKI;LEGNICA;426,69
WARSZAWA_STAWKI;LESZNO_1;354,09
WARSZAWA_STAWKI;LESZNO_2;354,01
WARSZAWA_STAWKI;LUBIN;415,67
WARSZAWA_STAWKI;LUBON;308,82
WARSZAWA_STAWKI;LODZ_1;128,71
WARSZAWA_STAWKI;LODZ_2;137,92
WARSZAWA_STAWKI;OBORNIKI_WLKP;345,73
WARSZAWA_STAWKI;PABIANICE;148,68
WARSZAWA_STAWKI;PILA_1;378,32
WARSZAWA_STAWKI;PILA_2;377,94
WARSZAWA_STAWKI;PIOTRKOW_TRYB;143,74
WARSZAWA_STAWKI;POZNAN_Z;305,42
WARSZAWA_STAWKI;POZNAN_B;308,86
WARSZAWA_STAWKI;POZNAN_D;321,27
WARSZAWA_STAWKI;POZNAN_GL;313,9
WARSZAWA_STAWKI;POZNAN_GR;312,62
WARSZAWA_STAWKI;POZNAN_H;312,16
WARSZAWA_STAWKI;POZNAN_MAL;307,55
WARSZAWA_STAWKI;POZNAN_MAR;314,32
WARSZAWA_STAWKI;POZNAN_PLA;313,53
WARSZAWA_STAWKI;POZNAN_PLE;315,84
WARSZAWA_STAWKI;POZNAN_PRO;313,8
WARSZAWA_STAWKI;POZNAN_R;308,36
WARSZAWA_STAWKI;POZNAN_T;318,76
WARSZAWA_STAWKI;RADOM;114,01
WARSZAWA_STAWKI;RZESZOW_1;301,7
WARSZAWA_STAWKI;RZESZOW_2;309,61
WARSZAWA_STAWKI;SIERADZ;199,78
WARSZAWA_STAWKI;SUCHY_LAS;323,03
WARSZAWA_STAWKI;SWARZEDZ;304,41
WARSZAWA_STAWKI;SRODA_WLKP;286,11
WARSZAWA_STAWKI;TORUN_1;209,17
WARSZAWA_STAWKI;TORUN_2;206,58
WARSZAWA_STAWKI;TORUN_3;199,72
WARSZAWA_STAWKI;TRZCIANKA;401,67
WARSZAWA_STAWKI;WARSZAWA_BL;7,66
WARSZAWA_STAWKI;WARSZAWA_J;19,62
WARSZAWA_STAWKI;WARSZAWA_TARCH;11,37
WARSZAWA_STAWKI;WROCLAW_1;354,76
WARSZAWA_STAWKI;WROCLAW_2;355,62
WARSZAWA_STAWKI;WROCLAW_3;342,68
WARSZAWA_STAWKI;WROCLAW_4;355,72
WARSZAWA_STAWKI;WROCLAW_5;353,67
WARSZAWA_STAWKI;ZLOTOW;378,85
WARSZAWA_STAWKI;CHRZANOW;319,46
WARSZAWA_STAWKI;KATOWICE;299,92
WARSZAWA_STAWKI;BIELSKO_BIALA;348,67
WARSZAWA_STAWKI;GDANSK_1;359,31
WARSZAWA_STAWKI;GDANSK_2;349,34
WARSZAWA_STAWKI;GDANSK_3;356,05
WARSZAWA_STAWKI;STARGARD_SZCZECINSKI;510,94
WARSZAWA_STAWKI;SZCZECIN_1;551,67
WARSZAWA_STAWKI;SZCZECIN_2;548,06
WARSZAWA_STAWKI;SZCZECIN_3;536,17
WARSZAWA_STAWKI;TCZEW;329,16
WARSZAWA_STAWKI;GRUDZIADZ_1;250,34
WARSZAWA_STAWKI;GRUDZIADZ_2;248,36
WARSZAWA_STAWKI;JOZEFOSLAW;20,11
WARSZAWA_STAWKI;GDANSK_4;350,06
WARSZAWA_STAWKI;GDANSK_5;359,41
WARSZAWA_STAWKI;OLSZTYN;207,88
WARSZAWA_STAWKI;ZIELONA_GORA_1;454,5
WARSZAWA_STAWKI;ZIELONA_GORA_2;455,17
WARSZAWA_STAWKI;SLUBICE;473,31
WARSZAWA_STAWKI;DREZDENKO;432,78
WARSZAWA_STAWKI;STRZELCE_KRAJENSKIE;454,57
WARSZAWA_STAWKI;GORZOW_1;465,34
WARSZAWA_STAWKI;GORZOW_2;462,65
WARSZAWA_STAWKI;PNIEWY;364,71
WARSZAWA_STAWKI;PLOCK_1;101,52
WARSZAWA_STAWKI;PLOCK_2;102,37
WARSZAWA_STAWKI;PLOCK_3;102,37
WARSZAWA_STAWKI;BRWINOW;29,66
WARSZAWA_STAWKI;WARSZAWA_TARG;11,61
WARSZAWA_STAWKI;WARSZAWA_UR;12,22
WARSZAWA_STAWKI;TARNOWO_PODGORNE;333,85
WARSZAWA_STAWKI;GNIEZNO;284,72
WARSZAWA_STAWKI;GRUDZIADZ_3;249,27
JOZEFOSLAW;DC;312,38
JOZEFOSLAW;BIALYSTOK_1;213,57
JOZEFOSLAW;BIALYSTOK_2;210,45
JOZEFOSLAW;BYDGOSZCZ_1;288,64
JOZEFOSLAW;BYDGOSZCZ_2;283,18
JOZEFOSLAW;BYDGOSZCZ_3;287,89
JOZEFOSLAW;GLOGOW_1;406,52
JOZEFOSLAW;GLOGOW_2;409,29
JOZEFOSLAW;INOWROCLAW;273,73
JOZEFOSLAW;JAROCIN;289,34
JOZEFOSLAW;KALISZ_1;241,75
JOZEFOSLAW;KIELCE;167,43
JOZEFOSLAW;KONIN;225,62
JOZEFOSLAW;KOSZALIN;489,29
JOZEFOSLAW;LEGNICA;433,02
JOZEFOSLAW;LESZNO_1;360,41
JOZEFOSLAW;LESZNO_2;360,34
JOZEFOSLAW;LUBIN;421,99
JOZEFOSLAW;LUBON;315,15
JOZEFOSLAW;LODZ_1;135,03
JOZEFOSLAW;LODZ_2;144,25
JOZEFOSLAW;OBORNIKI_WLKP;352,05
JOZEFOSLAW;PABIANICE;155
JOZEFOSLAW;PILA_1;402,68
JOZEFOSLAW;PILA_2;402,3
JOZEFOSLAW;PIOTRKOW_TRYB;135,41
JOZEFOSLAW;POZNAN_Z;311,75
JOZEFOSLAW;POZNAN_B;315,19
JOZEFOSLAW;POZNAN_D;327,6
JOZEFOSLAW;POZNAN_GL;320,23
JOZEFOSLAW;POZNAN_GR;318,94
JOZEFOSLAW;POZNAN_H;318,49
JOZEFOSLAW;POZNAN_MAL;313,88
JOZEFOSLAW;POZNAN_MAR;320,65
JOZEFOSLAW;POZNAN_PLA;319,86
JOZEFOSLAW;POZNAN_PLE;322,16
JOZEFOSLAW;POZNAN_PRO;320,12
JOZEFOSLAW;POZNAN_R;314,69
JOZEFOSLAW;POZNAN_T;325,09
JOZEFOSLAW;RADOM;99,3
JOZEFOSLAW;RZESZOW_1;285,73
JOZEFOSLAW;RZESZOW_2;285,52
JOZEFOSLAW;SIERADZ;206,11
JOZEFOSLAW;SUCHY_LAS;329,36
JOZEFOSLAW;SWARZEDZ;310,73
JOZEFOSLAW;SRODA_WLKP;292,43
JOZEFOSLAW;TORUN_1;249,42
JOZEFOSLAW;TORUN_2;250,07
JOZEFOSLAW;TORUN_3;252,55
JOZEFOSLAW;TRZCIANKA;401,31
JOZEFOSLAW;WARSZAWA_BL;21,19
JOZEFOSLAW;WARSZAWA_J;19,13
JOZEFOSLAW;WARSZAWA_TARCH;37,68
JOZEFOSLAW;WROCLAW_1;361,08
JOZEFOSLAW;WROCLAW_2;361,95
JOZEFOSLAW;WROCLAW_3;349,01
JOZEFOSLAW;WROCLAW_4;362,05
JOZEFOSLAW;WROCLAW_5;359,99
JOZEFOSLAW;ZLOTOW;385,17
JOZEFOSLAW;CHRZANOW;311,13
JOZEFOSLAW;KATOWICE;291,59
JOZEFOSLAW;BIELSKO_BIALA;340,33
JOZEFOSLAW;GDANSK_1;381,37
JOZEFOSLAW;GDANSK_2;371,41
JOZEFOSLAW;GDANSK_3;378,11
JOZEFOSLAW;STARGARD_SZCZECINSKI;536,16
JOZEFOSLAW;SZCZECIN_1;578,04
JOZEFOSLAW;SZCZECIN_2;573,94
JOZEFOSLAW;SZCZECIN_3;561,38
JOZEFOSLAW;TCZEW;351,23
JOZEFOSLAW;GRUDZIADZ_1;307,46
JOZEFOSLAW;GRUDZIADZ_2;305,47
JOZEFOSLAW;WARSZAWA_STAWKI;23,77
JOZEFOSLAW;GDANSK_4;372,12
JOZEFOSLAW;GDANSK_5;381,48
JOZEFOSLAW;OLSZTYN;229,94
JOZEFOSLAW;ZIELONA_GORA_1;460,83
JOZEFOSLAW;ZIELONA_GORA_2;461,5
JOZEFOSLAW;SLUBICE;479,64
JOZEFOSLAW;DREZDENKO;439,11
JOZEFOSLAW;STRZELCE_KRAJENSKIE;460,89
JOZEFOSLAW;GORZOW_1;471,67
JOZEFOSLAW;GORZOW_2;468,98
JOZEFOSLAW;PNIEWY;371,04
JOZEFOSLAW;PLOCK_1;133,05
JOZEFOSLAW;PLOCK_2;133,9
JOZEFOSLAW;PLOCK_3;133,9
JOZEFOSLAW;BRWINOW;29,09
JOZEFOSLAW;WARSZAWA_TARG;29,05
JOZEFOSLAW;WARSZAWA_UR;10,95
JOZEFOSLAW;TARNOWO_PODGORNE;340,18
JOZEFOSLAW;GNIEZNO;291,05
JOZEFOSLAW;GRUDZIADZ_3;306,39
GDANSK_4;DC;299,69
GDANSK_4;BIALYSTOK_1;399,65
GDANSK_4;BIALYSTOK_2;396,53
GDANSK_4;BYDGOSZCZ_1;163,44
GDANSK_4;BYDGOSZCZ_2;156,97
GDANSK_4;BYDGOSZCZ_3;162,04
GDANSK_4;GLOGOW_1;419,15
GDANSK_4;GLOGOW_2;421,92
GDANSK_4;INOWROCLAW;207,01
GDANSK_4;JAROCIN;324,17
GDANSK_4;KALISZ_1;333,51
GDANSK_4;KIELCE;471,65
GDANSK_4;KONIN;279,24
GDANSK_4;KOSZALIN;185,14
GDANSK_4;LEGNICA;452,89
GDANSK_4;LESZNO_1;372,8
GDANSK_4;LESZNO_2;375,17
GDANSK_4;LUBIN;435,18
GDANSK_4;LUBON;302,46
GDANSK_4;LODZ_1;326,36
GDANSK_4;LODZ_2;335,58
GDANSK_4;OBORNIKI_WLKP;270,7
GDANSK_4;PABIANICE;346,34
GDANSK_4;PILA_1;219,91
GDANSK_4;PILA_2;220,24
GDANSK_4;PIOTRKOW_TRYB;369,4
GDANSK_4;POZNAN_Z;299,06
GDANSK_4;POZNAN_B;302,5
GDANSK_4;POZNAN_D;293,29
GDANSK_4;POZNAN_GL;307,54
GDANSK_4;POZNAN_GR;296,06
GDANSK_4;POZNAN_H;305,8
GDANSK_4;POZNAN_MAL;301,19
GDANSK_4;POZNAN_MAR;307,96
GDANSK_4;POZNAN_PLA;297,27
GDANSK_4;POZNAN_PLE;309,48
GDANSK_4;POZNAN_PRO;307,43
GDANSK_4;POZNAN_R;302
GDANSK_4;POZNAN_T;312,4
GDANSK_4;RADOM;471,99
GDANSK_4;RZESZOW_1;659,68
GDANSK_4;RZESZOW_2;667,58
GDANSK_4;SIERADZ;350,36
GDANSK_4;SUCHY_LAS;290,08
GDANSK_4;SWARZEDZ;284,32
GDANSK_4;SRODA_WLKP;291,4
GDANSK_4;TORUN_1;168,72
GDANSK_4;TORUN_2;166,13
GDANSK_4;TORUN_3;159,27
GDANSK_4;TRZCIANKA;247,85
GDANSK_4;WARSZAWA_BL;356,05
GDANSK_4;WARSZAWA_J;368,01
GDANSK_4;WARSZAWA_TARCH;346,09
GDANSK_4;WROCLAW_1;460,1
GDANSK_4;WROCLAW_2;460,97
GDANSK_4;WROCLAW_3;448,03
GDANSK_4;WROCLAW_4;461,06
GDANSK_4;WROCLAW_5;459,01
GDANSK_4;ZLOTOW;185,52
GDANSK_4;CHRZANOW;543,87
GDANSK_4;KATOWICE;524,33
GDANSK_4;BIELSKO_BIALA;573,08
GDANSK_4;GDANSK_1;10,63
GDANSK_4;GDANSK_2;5
GDANSK_4;GDANSK_3;6,85
GDANSK_4;STARGARD_SZCZECINSKI;325,8
GDANSK_4;SZCZECIN_1;349,69
GDANSK_4;SZCZECIN_2;346,08
GDANSK_4;SZCZECIN_3;334,18
GDANSK_4;TCZEW;36,69
GDANSK_4;GRUDZIADZ_1;104,61
GDANSK_4;GRUDZIADZ_2;105,62
GDANSK_4;WARSZAWA_STAWKI;350
GDANSK_4;JOZEFOSLAW;371,03
GDANSK_4;GDANSK_5;10,87
GDANSK_4;OLSZTYN;172,66
GDANSK_4;ZIELONA_GORA_1;448,14
GDANSK_4;ZIELONA_GORA_2;448,81
GDANSK_4;SLUBICE;405,92
GDANSK_4;DREZDENKO;298,65
GDANSK_4;STRZELCE_KRAJENSKIE;299,44
GDANSK_4;GORZOW_1;322,15
GDANSK_4;GORZOW_2;326,15
GDANSK_4;PNIEWY;312,49
GDANSK_4;PLOCK_1;269,35
GDANSK_4;PLOCK_2;268,72
GDANSK_4;PLOCK_3;268,72
GDANSK_4;BRWINOW;365,34
GDANSK_4;WARSZAWA_TARG;353,93
GDANSK_4;WARSZAWA_UR;360,63
GDANSK_4;TARNOWO_PODGORNE;300,64
GDANSK_4;GNIEZNO;241,76
GDANSK_4;GRUDZIADZ_3;104,46
GDANSK_5;DC;311,43
GDANSK_5;BIALYSTOK_1;404,04
GDANSK_5;BIALYSTOK_2;400,92
GDANSK_5;BYDGOSZCZ_1;175,18
GDANSK_5;BYDGOSZCZ_2;168,71
GDANSK_5;BYDGOSZCZ_3;173,78
GDANSK_5;GLOGOW_1;430,89
GDANSK_5;GLOGOW_2;433,66
GDANSK_5;INOWROCLAW;218,75
GDANSK_5;JAROCIN;335,91
GDANSK_5;KALISZ_1;345,25
GDANSK_5;KIELCE;483,4
GDANSK_5;KONIN;290,98
GDANSK_5;KOSZALIN;194,17
GDANSK_5;LEGNICA;464,64
GDANSK_5;LESZNO_1;384,54
GDANSK_5;LESZNO_2;386,91
GDANSK_5;LUBIN;446,92
GDANSK_5;LUBON;314,2
GDANSK_5;LODZ_1;338,11
GDANSK_5;LODZ_2;347,32
GDANSK_5;OBORNIKI_WLKP;282,44
GDANSK_5;PABIANICE;358,08
GDANSK_5;PILA_1;231,65
GDANSK_5;PILA_2;231,98
GDANSK_5;PIOTRKOW_TRYB;381,15
GDANSK_5;POZNAN_Z;310,8
GDANSK_5;POZNAN_B;314,24
GDANSK_5;POZNAN_D;305,03
GDANSK_5;POZNAN_GL;319,28
GDANSK_5;POZNAN_GR;307,8
GDANSK_5;POZNAN_H;317,54
GDANSK_5;POZNAN_MAL;312,93
GDANSK_5;POZNAN_MAR;319,7
GDANSK_5;POZNAN_PLA;309,01
GDANSK_5;POZNAN_PLE;321,22
GDANSK_5;POZNAN_PRO;319,18
GDANSK_5;POZNAN_R;313,74
GDANSK_5;POZNAN_T;324,14
GDANSK_5;RADOM;483,73
GDANSK_5;RZESZOW_1;671,42
GDANSK_5;RZESZOW_2;679,33
GDANSK_5;SIERADZ;362,1
GDANSK_5;SUCHY_LAS;301,83
GDANSK_5;SWARZEDZ;296,06
GDANSK_5;SRODA_WLKP;303,15
GDANSK_5;TORUN_1;180,46
GDANSK_5;TORUN_2;177,88
GDANSK_5;TORUN_3;171,01
GDANSK_5;TRZCIANKA;259,59
GDANSK_5;WARSZAWA_BL;367,79
GDANSK_5;WARSZAWA_J;379,75
GDANSK_5;WARSZAWA_TARCH;357,83
GDANSK_5;WROCLAW_1;471,84
GDANSK_5;WROCLAW_2;472,71
GDANSK_5;WROCLAW_3;459,77
GDANSK_5;WROCLAW_4;472,81
GDANSK_5;WROCLAW_5;470,75
GDANSK_5;ZLOTOW;197,26
GDANSK_5;CHRZANOW;555,61
GDANSK_5;KATOWICE;536,07
GDANSK_5;BIELSKO_BIALA;584,82
GDANSK_5;GDANSK_1;1,31
GDANSK_5;GDANSK_2;13,73
GDANSK_5;GDANSK_3;4,78
GDANSK_5;STARGARD_SZCZECINSKI;324,47
GDANSK_5;SZCZECIN_1;358,72
GDANSK_5;SZCZECIN_2;355,11
GDANSK_5;SZCZECIN_3;343,22
GDANSK_5;TCZEW;39,92
GDANSK_5;GRUDZIADZ_1;116,35
GDANSK_5;GRUDZIADZ_2;117,36
GDANSK_5;WARSZAWA_STAWKI;361,74
GDANSK_5;JOZEFOSLAW;382,78
GDANSK_5;GDANSK_4;10,83
GDANSK_5;OLSZTYN;177,05
GDANSK_5;ZIELONA_GORA_1;459,88
GDANSK_5;ZIELONA_GORA_2;460,55
GDANSK_5;SLUBICE;417,66
GDANSK_5;DREZDENKO;310,39
GDANSK_5;STRZELCE_KRAJENSKIE;311,18
GDANSK_5;GORZOW_1;333,89
GDANSK_5;GORZOW_2;337,9
GDANSK_5;PNIEWY;324,23
GDANSK_5;PLOCK_1;281,1
GDANSK_5;PLOCK_2;280,46
GDANSK_5;PLOCK_3;280,46
GDANSK_5;BRWINOW;377,08
GDANSK_5;WARSZAWA_TARG;365,67
GDANSK_5;WARSZAWA_UR;372,37
GDANSK_5;TARNOWO_PODGORNE;312,38
GDANSK_5;GNIEZNO;253,51
GDANSK_5;GRUDZIADZ_3;116,2
OLSZTYN;DC;337,5
OLSZTYN;BIALYSTOK_1;229,58
OLSZTYN;BIALYSTOK_2;226,46
OLSZTYN;BYDGOSZCZ_1;211,47
OLSZTYN;BYDGOSZCZ_2;205
OLSZTYN;BYDGOSZCZ_3;210,07
OLSZTYN;GLOGOW_1;456,97
OLSZTYN;GLOGOW_2;459,74
OLSZTYN;INOWROCLAW;219,56
OLSZTYN;JAROCIN;361,98
OLSZTYN;KALISZ_1;322,76
OLSZTYN;KIELCE;389,23
OLSZTYN;KONIN;291,79
OLSZTYN;KOSZALIN;356,2
OLSZTYN;LEGNICA;490,71
OLSZTYN;LESZNO_1;410,62
OLSZTYN;LESZNO_2;412,98
OLSZTYN;LUBIN;473
OLSZTYN;LUBON;340,28
OLSZTYN;LODZ_1;287,91
OLSZTYN;LODZ_2;297,13
OLSZTYN;OBORNIKI_WLKP;318,73
OLSZTYN;PABIANICE;307,88
OLSZTYN;PILA_1;298,34
OLSZTYN;PILA_2;297,96
OLSZTYN;PIOTRKOW_TRYB;328,25
OLSZTYN;POZNAN_Z;336,87
OLSZTYN;POZNAN_B;340,32
OLSZTYN;POZNAN_D;338,17
OLSZTYN;POZNAN_GL;345,36
OLSZTYN;POZNAN_GR;333,87
OLSZTYN;POZNAN_H;343,62
OLSZTYN;POZNAN_MAL;339,01
OLSZTYN;POZNAN_MAR;345,77
OLSZTYN;POZNAN_PLA;335,08
OLSZTYN;POZNAN_PLE;347,29
OLSZTYN;POZNAN_PRO;345,25
OLSZTYN;POZNAN_R;339,81
OLSZTYN;POZNAN_T;350,21
OLSZTYN;RADOM;321,1
OLSZTYN;RZESZOW_1;508,79
OLSZTYN;RZESZOW_2;516,7
OLSZTYN;SIERADZ;322,1
OLSZTYN;SUCHY_LAS;339,93
OLSZTYN;SWARZEDZ;322,13
